,Unnamed: 0,NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,Diff_coeff_filtering
1923,1923,13,20069.44,110.8,9,10000.0,110.8,1.44,0.16,0.11,0.89,0.7748092251619462
1924,1924,13,20069.44,110.8,9,11736.11,110.8,1.44,0.16,0.11,0.89,0.6450951221360878
1925,1925,13,20069.44,110.8,9,13611.11,110.8,1.44,0.16,0.11,0.89,0.4474422163602824
1926,1926,13,20069.44,110.8,9,15625.0,110.8,1.44,0.16,0.11,0.89,0.1233850374210855
1929,1929,13,20069.44,110.8,21,22500.0,110.8,0.62,-0.21,0.14,0.86,0.6315525838955093
1930,1930,13,20069.44,110.8,21,25069.44,110.8,0.62,-0.21,0.14,0.86,0.1796978983241171
1931,1931,13,20069.44,110.8,21,27777.78,110.8,0.62,-0.21,0.14,0.86,0.1199393122380707
1932,1932,13,20069.44,110.8,21,30625.0,110.8,0.62,-0.21,0.14,0.86,0.320194514996396
1933,1933,13,20069.44,110.8,21,33611.11,110.8,0.62,-0.21,0.14,0.86,0.4595442056421356
1934,1934,13,20069.44,110.8,25,36736.11,110.8,0.52,-0.28,0.19,0.81,0.3549363066414717
1935,1935,13,20069.44,110.8,29,40000.0,110.8,0.45,-0.35,0.24,0.76,0.3018962146630965
1936,1936,21,22500.0,110.8,1,5625.0,110.8,21.0,1.32,0.9,0.1,0.1940252099332361
1937,1937,21,22500.0,110.8,9,6944.44,110.8,2.33,0.37,0.25,0.75,0.2660117054313326
1938,1938,21,22500.0,110.8,9,8402.78,110.8,2.33,0.37,0.25,0.75,0.510384733640781
1939,1939,21,22500.0,110.8,9,10000.0,110.8,2.33,0.37,0.25,0.75,0.3795883145859112
1940,1940,21,22500.0,110.8,9,11736.11,110.8,2.33,0.37,0.25,0.75,0.2172077184003891
1941,1941,21,22500.0,110.8,9,13611.11,110.8,2.33,0.37,0.25,0.75,0.0144115386180747
1942,1942,21,22500.0,110.8,9,15625.0,110.8,2.33,0.37,0.25,0.75,0.2372589419539388
1943,1943,21,22500.0,110.8,13,17777.78,110.8,1.62,0.21,0.14,0.86,0.1350304589287456
1944,1944,21,22500.0,110.8,13,20069.44,110.8,1.62,0.21,0.14,0.86,0.6315525838955093
1950,1950,21,22500.0,110.8,25,36736.11,110.8,0.84,-0.08,0.05,0.95,0.9244181666821072
1951,1951,21,22500.0,110.8,29,40000.0,110.8,0.72,-0.14,0.1,0.9,0.7469260564878444
1952,1952,21,25069.44,110.8,1,5625.0,110.8,21.0,1.32,0.9,0.1,0.1355750624674163
1953,1953,21,25069.44,110.8,9,6944.44,110.8,2.33,0.37,0.25,0.75,0.3311070922791045
1954,1954,21,25069.44,110.8,9,8402.78,110.8,2.33,0.37,0.25,0.75,0.5746613911573089
1955,1955,21,25069.44,110.8,9,10000.0,110.8,2.33,0.37,0.25,0.75,0.4653641719593721
1956,1956,21,25069.44,110.8,9,11736.11,110.8,2.33,0.37,0.25,0.75,0.3321200487625999
1957,1957,21,25069.44,110.8,9,13611.11,110.8,2.33,0.37,0.25,0.75,0.1681352698859215
1958,1958,21,25069.44,110.8,9,15625.0,110.8,2.33,0.37,0.25,0.75,0.0342774442881555
1959,1959,21,25069.44,110.8,13,17777.78,110.8,1.62,0.21,0.14,0.86,0.1636347472512942
1960,1960,21,25069.44,110.8,13,20069.44,110.8,1.62,0.21,0.14,0.86,0.1796978983241172
1966,1966,21,25069.44,110.8,25,36736.11,110.8,0.84,-0.08,0.05,0.95,0.8361061525454951
1967,1967,21,25069.44,110.8,29,40000.0,110.8,0.72,-0.14,0.1,0.9,0.6407478017644562
1968,1968,21,27777.78,110.8,1,5625.0,110.8,21.0,1.32,0.9,0.1,0.0832751430425119
1969,1969,21,27777.78,110.8,9,6944.44,110.8,2.33,0.37,0.25,0.75,0.3861318171680615
1970,1970,21,27777.78,110.8,9,8402.78,110.8,2.33,0.37,0.25,0.75,0.6265922565970392
1971,1971,21,27777.78,110.8,9,10000.0,110.8,2.33,0.37,0.25,0.75,0.533437855829616
1972,1972,21,27777.78,110.8,9,11736.11,110.8,2.33,0.37,0.25,0.75,0.4217728748580395
1973,1973,21,27777.78,110.8,9,13611.11,110.8,2.33,0.37,0.25,0.75,0.2864940534402094
1974,1974,21,27777.78,110.8,9,15625.0,110.8,2.33,0.37,0.25,0.75,0.1214368847760919
1975,1975,21,27777.78,110.8,13,17777.78,110.8,1.62,0.21,0.14,0.86,0.3596342618888198
1976,1976,21,27777.78,110.8,13,20069.44,110.8,1.62,0.21,0.14,0.86,0.1199393122380705
1982,1982,21,27777.78,110.8,25,36736.11,110.8,0.84,-0.08,0.05,0.95,0.6949547858229583
1983,1983,21,27777.78,110.8,29,40000.0,110.8,0.72,-0.14,0.1,0.9,0.4920233314891671
1984,1984,21,30625.0,110.8,1,5625.0,110.8,21.0,1.32,0.9,0.1,0.0362418797754719
1985,1985,21,30625.0,110.8,9,6944.44,110.8,2.33,0.37,0.25,0.75,0.4332063932271666
1986,1986,21,30625.0,110.8,9,8402.78,110.8,2.33,0.37,0.25,0.75,0.6693887999254842
1987,1987,21,30625.0,110.8,9,10000.0,110.8,2.33,0.37,0.25,0.75,0.588654557370844
1988,1988,21,30625.0,110.8,9,11736.11,110.8,2.33,0.37,0.25,0.75,0.4933334198797665
1989,1989,21,30625.0,110.8,9,13611.11,110.8,2.33,0.37,0.25,0.75,0.3795883857090774
1990,1990,21,30625.0,110.8,9,15625.0,110.8,2.33,0.37,0.25,0.75,0.2426639271252244
1991,1991,21,30625.0,110.8,13,17777.78,110.8,1.62,0.21,0.14,0.86,0.4945093242514626
1992,1992,21,30625.0,110.8,13,20069.44,110.8,1.62,0.21,0.14,0.86,0.320194514996396
1998,1998,21,30625.0,110.8,25,36736.11,110.8,0.84,-0.08,0.05,0.95,0.4394359650975307
1999,1999,21,30625.0,110.8,29,40000.0,110.8,0.72,-0.14,0.1,0.9,0.2735129648042905
2000,2000,21,33611.11,110.8,1,5625.0,110.8,21.0,1.32,0.9,0.1,0.0062593884259128
2001,2001,21,33611.11,110.8,9,6944.44,110.8,2.33,0.37,0.25,0.75,0.4739158748491451
2002,2002,21,33611.11,110.8,9,8402.78,110.8,2.33,0.37,0.25,0.75,0.7052570822609023
2003,2003,21,33611.11,110.8,9,10000.0,110.8,2.33,0.37,0.25,0.75,0.6342897677708926
2004,2004,21,33611.11,110.8,9,11736.11,110.8,2.33,0.37,0.25,0.75,0.5516203939732877
2005,2005,21,33611.11,110.8,9,13611.11,110.8,2.33,0.37,0.25,0.75,0.4543333092386662
2006,2006,21,33611.11,110.8,9,15625.0,110.8,2.33,0.37,0.25,0.75,0.3387874843658705
2007,2007,21,33611.11,110.8,13,17777.78,110.8,1.62,0.21,0.14,0.86,0.5918101617993915
2008,2008,21,33611.11,110.8,13,20069.44,110.8,1.62,0.21,0.14,0.86,0.4595442056421356
2014,2014,21,33611.11,110.8,25,36736.11,110.8,0.84,-0.08,0.05,0.95,0.105645291283136
2015,2015,21,33611.11,110.8,29,40000.0,110.8,0.72,-0.14,0.1,0.9,0.0615378709311084
2016,2016,25,36736.11,110.8,1,5625.0,110.8,25.0,1.4,0.96,0.04,0.0005701298867882
2017,2017,25,36736.11,110.8,9,6944.44,110.8,2.78,0.44,0.3,0.7,0.4338854663327043
2018,2018,25,36736.11,110.8,9,8402.78,110.8,2.78,0.44,0.3,0.7,0.6393696046510244
2019,2019,25,36736.11,110.8,9,10000.0,110.8,2.78,0.44,0.3,0.7,0.5669547536795321
2020,2020,25,36736.11,110.8,9,11736.11,110.8,2.78,0.44,0.3,0.7,0.484608499954212
2021,2021,25,36736.11,110.8,9,13611.11,110.8,2.78,0.44,0.3,0.7,0.3903588898876731
2022,2022,25,36736.11,110.8,9,15625.0,110.8,2.78,0.44,0.3,0.7,0.281929987607562
2023,2023,25,36736.11,110.8,13,17777.78,110.8,1.92,0.28,0.19,0.81,0.4805119770593234
2024,2024,25,36736.11,110.8,13,20069.44,110.8,1.92,0.28,0.19,0.81,0.3549363066414721
2025,2025,25,36736.11,110.8,21,22500.0,110.8,1.19,0.08,0.05,0.95,0.9244181666821067
2026,2026,25,36736.11,110.8,21,25069.44,110.8,1.19,0.08,0.05,0.95,0.8361061525454951
2027,2027,25,36736.11,110.8,21,27777.78,110.8,1.19,0.08,0.05,0.95,0.6949547858229579
2028,2028,25,36736.11,110.8,21,30625.0,110.8,1.19,0.08,0.05,0.95,0.4394359650975299
2029,2029,25,36736.11,110.8,21,33611.11,110.8,1.19,0.08,0.05,0.95,0.1056452912831356
2031,2031,25,36736.11,110.8,29,40000.0,110.8,0.86,-0.06,0.04,0.96,0.0124658652622893
2032,2032,29,40000.0,110.8,1,5625.0,110.8,29.0,1.46,1.0,0.0,0.0
2033,2033,29,40000.0,110.8,9,6944.44,110.8,3.22,0.51,0.35,0.65,0.4075343920698529
2034,2034,29,40000.0,110.8,9,8402.78,110.8,3.22,0.51,0.35,0.65,0.5942040877767264
2035,2035,29,40000.0,110.8,9,10000.0,110.8,3.22,0.51,0.35,0.65,0.5224401581960959
2036,2036,29,40000.0,110.8,9,11736.11,110.8,3.22,0.51,0.35,0.65,0.4423106546693346
2037,2037,29,40000.0,110.8,9,13611.11,110.8,3.22,0.51,0.35,0.65,0.3524426649403487
2038,2038,29,40000.0,110.8,9,15625.0,110.8,3.22,0.51,0.35,0.65,0.2513410019969104
2039,2039,29,40000.0,110.8,13,17777.78,110.8,2.23,0.35,0.24,0.76,0.4176096704639793
2040,2040,29,40000.0,110.8,13,20069.44,110.8,2.23,0.35,0.24,0.76,0.3018962146630965
2041,2041,29,40000.0,110.8,21,22500.0,110.8,1.38,0.14,0.1,0.9,0.7469260564878444
2042,2042,29,40000.0,110.8,21,25069.44,110.8,1.38,0.14,0.1,0.9,0.6407478017644562
2043,2043,29,40000.0,110.8,21,27777.78,110.8,1.38,0.14,0.1,0.9,0.4920233314891671
2044,2044,29,40000.0,110.8,21,30625.0,110.8,1.38,0.14,0.1,0.9,0.2735129648042909
2045,2045,29,40000.0,110.8,21,33611.11,110.8,1.38,0.14,0.1,0.9,0.0615378709311082
2046,2046,29,40000.0,110.8,25,36736.11,110.8,1.16,0.06,0.04,0.96,0.0124658652622895
2049,2049,1,5625.0,130.04,5,6944.44,130.04,0.2,-0.7,0.48,0.52,0.8977298025500328
2050,2050,1,5625.0,130.04,5,8402.78,130.04,0.2,-0.7,0.48,0.52,0.6060055871926906
2051,2051,1,5625.0,130.04,9,10000.0,130.04,0.11,-0.95,0.65,0.35,0.5774013495971511
2052,2052,1,5625.0,130.04,9,11736.11,130.04,0.11,-0.95,0.65,0.35,0.4198019147053607
2053,2053,1,5625.0,130.04,9,13611.11,130.04,0.11,-0.95,0.65,0.35,0.2882146139885608
2054,2054,1,5625.0,130.04,9,15625.0,130.04,0.11,-0.95,0.65,0.35,0.1778267084584044
2055,2055,1,5625.0,130.04,9,17777.78,130.04,0.11,-0.95,0.65,0.35,0.0845346694127158
2056,2056,1,5625.0,130.04,13,20069.44,130.04,0.08,-1.11,0.76,0.24,0.1275460716062842
2057,2057,1,5625.0,130.04,13,22500.0,130.04,0.08,-1.11,0.76,0.24,0.0595870325675638
2058,2058,1,5625.0,130.04,21,25069.44,130.04,0.05,-1.32,0.9,0.1,0.1355750624674163
2059,2059,1,5625.0,130.04,21,27777.78,130.04,0.05,-1.32,0.9,0.1,0.0832751430425119
2060,2060,1,5625.0,130.04,21,30625.0,130.04,0.05,-1.32,0.9,0.1,0.0362418797754715
2061,2061,1,5625.0,130.04,21,33611.11,130.04,0.05,-1.32,0.9,0.1,0.0062593884259128
2062,2062,1,5625.0,130.04,21,36736.11,130.04,0.05,-1.32,0.9,0.1,0.0448406629296148
2063,2063,1,5625.0,130.04,25,40000.0,130.04,0.04,-1.4,0.96,0.04,0.0358427397224595
2064,2064,5,6944.44,130.04,1,5625.0,130.04,5.0,0.7,0.48,0.52,0.8977298025500327
2067,2067,5,6944.44,130.04,9,10000.0,130.04,0.56,-0.26,0.17,0.83,0.049979013457181
2068,2068,5,6944.44,130.04,9,11736.11,130.04,0.56,-0.26,0.17,0.83,0.3296434158753513
2069,2069,5,6944.44,130.04,9,13611.11,130.04,0.56,-0.26,0.17,0.83,0.5006286257997414
2070,2070,5,6944.44,130.04,9,15625.0,130.04,0.56,-0.26,0.17,0.83,0.6138132533338306
2071,2071,5,6944.44,130.04,9,17777.78,130.04,0.56,-0.26,0.17,0.83,0.6936878279105536
2072,2072,5,6944.44,130.04,13,20069.44,130.04,0.38,-0.41,0.28,0.72,0.4809491844081155
2073,2073,5,6944.44,130.04,13,22500.0,130.04,0.38,-0.41,0.28,0.72,0.5459100379326357
2074,2074,5,6944.44,130.04,21,25069.44,130.04,0.24,-0.62,0.43,0.57,0.3311070922791045
2075,2075,5,6944.44,130.04,21,27777.78,130.04,0.24,-0.62,0.43,0.57,0.3861318171680615
2076,2076,5,6944.44,130.04,21,30625.0,130.04,0.24,-0.62,0.43,0.57,0.4332063932271666
2077,2077,5,6944.44,130.04,21,33611.11,130.04,0.24,-0.62,0.43,0.57,0.4739158748491451
2078,2078,5,6944.44,130.04,21,36736.11,130.04,0.24,-0.62,0.43,0.57,0.5094615078042752
2079,2079,5,6944.44,130.04,25,40000.0,130.04,0.2,-0.7,0.48,0.52,0.4673271588807127
2080,2080,5,8402.78,130.04,1,5625.0,130.04,5.0,0.7,0.48,0.52,0.6060055871926906
2083,2083,5,8402.78,130.04,9,10000.0,130.04,0.56,-0.26,0.17,0.83,0.5014259758326224
2084,2084,5,8402.78,130.04,9,11736.11,130.04,0.56,-0.26,0.17,0.83,0.0195494562457706
2085,2085,5,8402.78,130.04,9,13611.11,130.04,0.56,-0.26,0.17,0.83,0.2673027085013669
2086,2086,5,8402.78,130.04,9,15625.0,130.04,0.56,-0.26,0.17,0.83,0.4470253631930221
2087,2087,5,8402.78,130.04,9,17777.78,130.04,0.56,-0.26,0.17,0.83,0.5675825011408308
2088,2088,5,8402.78,130.04,13,20069.44,130.04,0.38,-0.41,0.28,0.72,0.3444766900186916
2089,2089,5,8402.78,130.04,13,22500.0,130.04,0.38,-0.41,0.28,0.72,0.4311049216367986
2090,2090,5,8402.78,130.04,21,25069.44,130.04,0.24,-0.62,0.43,0.57,0.2107382905598805
2091,2091,5,8402.78,130.04,21,27777.78,130.04,0.24,-0.62,0.43,0.57,0.27871337640265
2092,2092,5,8402.78,130.04,21,30625.0,130.04,0.24,-0.62,0.43,0.57,0.336488558922263
2093,2093,5,8402.78,130.04,21,33611.11,130.04,0.24,-0.62,0.43,0.57,0.3861313008083257
2094,2094,5,8402.78,130.04,21,36736.11,130.04,0.24,-0.62,0.43,0.57,0.4292101572388168
2095,2095,5,8402.78,130.04,25,40000.0,130.04,0.2,-0.7,0.48,0.52,0.3886572926686556
2096,2096,9,10000.0,130.04,1,5625.0,130.04,9.0,0.95,0.65,0.35,0.5774013495971511
2097,2097,9,10000.0,130.04,5,6944.44,130.04,1.8,0.26,0.17,0.83,0.049979013457181
2098,2098,9,10000.0,130.04,5,8402.78,130.04,1.8,0.26,0.17,0.83,0.5014259758326222
2104,2104,9,10000.0,130.04,13,20069.44,130.04,0.69,-0.16,0.11,0.89,0.7748092251619465
2105,2105,9,10000.0,130.04,13,22500.0,130.04,0.69,-0.16,0.11,0.89,0.8385566502730074
2106,2106,9,10000.0,130.04,21,25069.44,130.04,0.43,-0.37,0.25,0.75,0.4653641719593721
2107,2107,9,10000.0,130.04,21,27777.78,130.04,0.43,-0.37,0.25,0.75,0.533437855829616
2108,2108,9,10000.0,130.04,21,30625.0,130.04,0.43,-0.37,0.25,0.75,0.588654557370844
2109,2109,9,10000.0,130.04,21,33611.11,130.04,0.43,-0.37,0.25,0.75,0.6342897677708926
2110,2110,9,10000.0,130.04,21,36736.11,130.04,0.43,-0.37,0.25,0.75,0.6726175152830568
2111,2111,9,10000.0,130.04,25,40000.0,130.04,0.36,-0.44,0.3,0.7,0.6042924608623043
2112,2112,9,11736.11,130.04,1,5625.0,130.04,9.0,0.95,0.65,0.35,0.4198019147053607
2113,2113,9,11736.11,130.04,5,6944.44,130.04,1.8,0.26,0.17,0.83,0.3296434158753514
2114,2114,9,11736.11,130.04,5,8402.78,130.04,1.8,0.26,0.17,0.83,0.0195494562457704
2120,2120,9,11736.11,130.04,13,20069.44,130.04,0.69,-0.16,0.11,0.89,0.6450951221360881
2121,2121,9,11736.11,130.04,13,22500.0,130.04,0.69,-0.16,0.11,0.89,0.7435738838787386
2122,2122,9,11736.11,130.04,21,25069.44,130.04,0.43,-0.37,0.25,0.75,0.3321200487625996
2123,2123,9,11736.11,130.04,21,27777.78,130.04,0.43,-0.37,0.25,0.75,0.4217728748580395
2124,2124,9,11736.11,130.04,21,30625.0,130.04,0.43,-0.37,0.25,0.75,0.4933334198797665
2125,2125,9,11736.11,130.04,21,33611.11,130.04,0.43,-0.37,0.25,0.75,0.5516203939732877
2126,2126,9,11736.11,130.04,21,36736.11,130.04,0.43,-0.37,0.25,0.75,0.5999403494523218
2127,2127,9,11736.11,130.04,25,40000.0,130.04,0.36,-0.44,0.3,0.7,0.5305573056132281
2128,2128,9,13611.11,130.04,1,5625.0,130.04,9.0,0.95,0.65,0.35,0.2882146139885608
2129,2129,9,13611.11,130.04,5,6944.44,130.04,1.8,0.26,0.17,0.83,0.5006286257997414
2130,2130,9,13611.11,130.04,5,8402.78,130.04,1.8,0.26,0.17,0.83,0.2673027085013669
2136,2136,9,13611.11,130.04,13,20069.44,130.04,0.69,-0.16,0.11,0.89,0.447442216360282
2137,2137,9,13611.11,130.04,13,22500.0,130.04,0.69,-0.16,0.11,0.89,0.6084935601608329
2138,2138,9,13611.11,130.04,21,25069.44,130.04,0.43,-0.37,0.25,0.75,0.1681352698859219
2139,2139,9,13611.11,130.04,21,27777.78,130.04,0.43,-0.37,0.25,0.75,0.2864940534402094
2140,2140,9,13611.11,130.04,21,30625.0,130.04,0.43,-0.37,0.25,0.75,0.3795883857090774
2141,2141,9,13611.11,130.04,21,33611.11,130.04,0.43,-0.37,0.25,0.75,0.4543333092386662
2142,2142,9,13611.11,130.04,21,36736.11,130.04,0.43,-0.37,0.25,0.75,0.515476368958539
2143,2143,9,13611.11,130.04,25,40000.0,130.04,0.36,-0.44,0.3,0.7,0.4469084074014268
2144,2144,9,15625.0,130.04,1,5625.0,130.04,9.0,0.95,0.65,0.35,0.1778267084584044
2145,2145,9,15625.0,130.04,5,6944.44,130.04,1.8,0.26,0.17,0.83,0.6138132533338306
2146,2146,9,15625.0,130.04,5,8402.78,130.04,1.8,0.26,0.17,0.83,0.4470253631930221
2152,2152,9,15625.0,130.04,13,20069.44,130.04,0.69,-0.16,0.11,0.89,0.1233850374210854
2153,2153,9,15625.0,130.04,13,22500.0,130.04,0.69,-0.16,0.11,0.89,0.4044311491178604
2154,2154,9,15625.0,130.04,21,25069.44,130.04,0.43,-0.37,0.25,0.75,0.0342774442881555
2155,2155,9,15625.0,130.04,21,27777.78,130.04,0.43,-0.37,0.25,0.75,0.1214368847760919
2156,2156,9,15625.0,130.04,21,30625.0,130.04,0.43,-0.37,0.25,0.75,0.2426639271252244
2157,2157,9,15625.0,130.04,21,33611.11,130.04,0.43,-0.37,0.25,0.75,0.3387874843658705
2158,2158,9,15625.0,130.04,21,36736.11,130.04,0.43,-0.37,0.25,0.75,0.4164231687225137
2159,2159,9,15625.0,130.04,25,40000.0,130.04,0.36,-0.44,0.3,0.7,0.351490787624664
2160,2160,9,17777.78,130.04,1,5625.0,130.04,9.0,0.95,0.65,0.35,0.0845346694127158
2161,2161,9,17777.78,130.04,5,6944.44,130.04,1.8,0.26,0.17,0.83,0.693687827910554
2162,2162,9,17777.78,130.04,5,8402.78,130.04,1.8,0.26,0.17,0.83,0.5675825011408308
2168,2168,9,17777.78,130.04,13,20069.44,130.04,0.69,-0.16,0.11,0.89,0.4300845010923743
2169,2169,9,17777.78,130.04,13,22500.0,130.04,0.69,-0.16,0.11,0.89,0.0754304082579177
2170,2170,9,17777.78,130.04,21,25069.44,130.04,0.43,-0.37,0.25,0.75,0.281816665544944
2171,2171,9,17777.78,130.04,21,27777.78,130.04,0.43,-0.37,0.25,0.75,0.0800172712406771
2172,2172,9,17777.78,130.04,21,30625.0,130.04,0.43,-0.37,0.25,0.75,0.0770114330826057
2173,2173,9,17777.78,130.04,21,33611.11,130.04,0.43,-0.37,0.25,0.75,0.2005802604806173
2174,2174,9,17777.78,130.04,21,36736.11,130.04,0.43,-0.37,0.25,0.75,0.299344423077663
2175,2175,9,17777.78,130.04,25,40000.0,130.04,0.36,-0.44,0.3,0.7,0.2422055433640899
2176,2176,13,20069.44,130.04,1,5625.0,130.04,13.0,1.11,0.76,0.24,0.1275460716062842
2177,2177,13,20069.44,130.04,5,6944.44,130.04,2.6,0.41,0.28,0.72,0.4809491844081155
2178,2178,13,20069.44,130.04,5,8402.78,130.04,2.6,0.41,0.28,0.72,0.3444766900186916
2179,2179,13,20069.44,130.04,9,10000.0,130.04,1.44,0.16,0.11,0.89,0.7748092251619462
2180,2180,13,20069.44,130.04,9,11736.11,130.04,1.44,0.16,0.11,0.89,0.6450951221360878
2181,2181,13,20069.44,130.04,9,13611.11,130.04,1.44,0.16,0.11,0.89,0.4474422163602824
2182,2182,13,20069.44,130.04,9,15625.0,130.04,1.44,0.16,0.11,0.89,0.1233850374210855
2183,2183,13,20069.44,130.04,9,17777.78,130.04,1.44,0.16,0.11,0.89,0.4300845010923739
2186,2186,13,20069.44,130.04,21,25069.44,130.04,0.62,-0.21,0.14,0.86,0.1796978983241171
2187,2187,13,20069.44,130.04,21,27777.78,130.04,0.62,-0.21,0.14,0.86,0.1199393122380707
2188,2188,13,20069.44,130.04,21,30625.0,130.04,0.62,-0.21,0.14,0.86,0.320194514996396
2189,2189,13,20069.44,130.04,21,33611.11,130.04,0.62,-0.21,0.14,0.86,0.4595442056421356
2190,2190,13,20069.44,130.04,21,36736.11,130.04,0.62,-0.21,0.14,0.86,0.5607723566815949
2191,2191,13,20069.44,130.04,25,40000.0,130.04,0.52,-0.28,0.19,0.81,0.4466079434124064
2192,2192,13,22500.0,130.04,1,5625.0,130.04,13.0,1.11,0.76,0.24,0.0595870325675638
2193,2193,13,22500.0,130.04,5,6944.44,130.04,2.6,0.41,0.28,0.72,0.5459100379326357
2194,2194,13,22500.0,130.04,5,8402.78,130.04,2.6,0.41,0.28,0.72,0.4311049216367986
2195,2195,13,22500.0,130.04,9,10000.0,130.04,1.44,0.16,0.11,0.89,0.8385566502730074
2196,2196,13,22500.0,130.04,9,11736.11,130.04,1.44,0.16,0.11,0.89,0.7435738838787386
2197,2197,13,22500.0,130.04,9,13611.11,130.04,1.44,0.16,0.11,0.89,0.6084935601608329
2198,2198,13,22500.0,130.04,9,15625.0,130.04,1.44,0.16,0.11,0.89,0.4044311491178604
2199,2199,13,22500.0,130.04,9,17777.78,130.04,1.44,0.16,0.11,0.89,0.0754304082579175
2202,2202,13,22500.0,130.04,21,25069.44,130.04,0.62,-0.21,0.14,0.86,0.6619405247871233
2203,2203,13,22500.0,130.04,21,27777.78,130.04,0.62,-0.21,0.14,0.86,0.2214189329663814
2204,2204,13,22500.0,130.04,21,30625.0,130.04,0.62,-0.21,0.14,0.86,0.0782213830693233
2205,2205,13,22500.0,130.04,21,33611.11,130.04,0.62,-0.21,0.14,0.86,0.2820202773343004
2206,2206,13,22500.0,130.04,21,36736.11,130.04,0.62,-0.21,0.14,0.86,0.4254111014665003
2207,2207,13,22500.0,130.04,25,40000.0,130.04,0.52,-0.28,0.19,0.81,0.3190487633513247
2208,2208,21,25069.44,130.04,1,5625.0,130.04,21.0,1.32,0.9,0.1,0.1355750624674163
2209,2209,21,25069.44,130.04,5,6944.44,130.04,4.2,0.62,0.43,0.57,0.3311070922791045
2210,2210,21,25069.44,130.04,5,8402.78,130.04,4.2,0.62,0.43,0.57,0.2107382905598805
2211,2211,21,25069.44,130.04,9,10000.0,130.04,2.33,0.37,0.25,0.75,0.4653641719593721
2212,2212,21,25069.44,130.04,9,11736.11,130.04,2.33,0.37,0.25,0.75,0.3321200487625999
2213,2213,21,25069.44,130.04,9,13611.11,130.04,2.33,0.37,0.25,0.75,0.1681352698859215
2214,2214,21,25069.44,130.04,9,15625.0,130.04,2.33,0.37,0.25,0.75,0.0342774442881555
2215,2215,21,25069.44,130.04,9,17777.78,130.04,2.33,0.37,0.25,0.75,0.2818166655449443
2216,2216,21,25069.44,130.04,13,20069.44,130.04,1.62,0.21,0.14,0.86,0.1796978983241172
2217,2217,21,25069.44,130.04,13,22500.0,130.04,1.62,0.21,0.14,0.86,0.6619405247871233
2223,2223,21,25069.44,130.04,25,40000.0,130.04,0.84,-0.08,0.05,0.95,0.908883269219506
2224,2224,21,27777.78,130.04,1,5625.0,130.04,21.0,1.32,0.9,0.1,0.0832751430425119
2225,2225,21,27777.78,130.04,5,6944.44,130.04,4.2,0.62,0.43,0.57,0.3861318171680615
2226,2226,21,27777.78,130.04,5,8402.78,130.04,4.2,0.62,0.43,0.57,0.27871337640265
2227,2227,21,27777.78,130.04,9,10000.0,130.04,2.33,0.37,0.25,0.75,0.533437855829616
2228,2228,21,27777.78,130.04,9,11736.11,130.04,2.33,0.37,0.25,0.75,0.4217728748580395
2229,2229,21,27777.78,130.04,9,13611.11,130.04,2.33,0.37,0.25,0.75,0.2864940534402094
2230,2230,21,27777.78,130.04,9,15625.0,130.04,2.33,0.37,0.25,0.75,0.1214368847760919
2231,2231,21,27777.78,130.04,9,17777.78,130.04,2.33,0.37,0.25,0.75,0.0800172712406773
2232,2232,21,27777.78,130.04,13,20069.44,130.04,1.62,0.21,0.14,0.86,0.1199393122380705
2233,2233,21,27777.78,130.04,13,22500.0,130.04,1.62,0.21,0.14,0.86,0.2214189329663812
2239,2239,21,27777.78,130.04,25,40000.0,130.04,0.84,-0.08,0.05,0.95,0.8172470328613174
2240,2240,21,30625.0,130.04,1,5625.0,130.04,21.0,1.32,0.9,0.1,0.0362418797754719
2241,2241,21,30625.0,130.04,5,6944.44,130.04,4.2,0.62,0.43,0.57,0.4332063932271666
2242,2242,21,30625.0,130.04,5,8402.78,130.04,4.2,0.62,0.43,0.57,0.336488558922263
2243,2243,21,30625.0,130.04,9,10000.0,130.04,2.33,0.37,0.25,0.75,0.588654557370844
2244,2244,21,30625.0,130.04,9,11736.11,130.04,2.33,0.37,0.25,0.75,0.4933334198797665
2245,2245,21,30625.0,130.04,9,13611.11,130.04,2.33,0.37,0.25,0.75,0.3795883857090774
2246,2246,21,30625.0,130.04,9,15625.0,130.04,2.33,0.37,0.25,0.75,0.2426639271252244
2247,2247,21,30625.0,130.04,9,17777.78,130.04,2.33,0.37,0.25,0.75,0.0770114330826057
2248,2248,21,30625.0,130.04,13,20069.44,130.04,1.62,0.21,0.14,0.86,0.320194514996396
2249,2249,21,30625.0,130.04,13,22500.0,130.04,1.62,0.21,0.14,0.86,0.078221383069323
2255,2255,21,30625.0,130.04,25,40000.0,130.04,0.84,-0.08,0.05,0.95,0.6712597741805233
2256,2256,21,33611.11,130.04,1,5625.0,130.04,21.0,1.32,0.9,0.1,0.0062593884259128
2257,2257,21,33611.11,130.04,5,6944.44,130.04,4.2,0.62,0.43,0.57,0.4739158748491451
2258,2258,21,33611.11,130.04,5,8402.78,130.04,4.2,0.62,0.43,0.57,0.3861313008083257
2259,2259,21,33611.11,130.04,9,10000.0,130.04,2.33,0.37,0.25,0.75,0.6342897677708926
2260,2260,21,33611.11,130.04,9,11736.11,130.04,2.33,0.37,0.25,0.75,0.5516203939732877
